order_id,order_date,customer_id,customer_name,email,phone,prefecture,age,gender,product_id,product_name,category,price,quantity,total_amount,payment_method,status
O000587,2026-01-25,C00054,小林 結衣,小林結衣30@gmail.com,090-2612-2646,千葉県,33.0,,P0023,お菓子詰め合わせ（お徳用）,食品,2522,21.0,143781.0,代金引換,delivered
O000588,2026-01-23,C00055,池田颯太,池田颯太39@softbank.ne.jp,070 8555 5161,福岡県,46.0,その他,P0034,電子レンジ（お徳用）,家電,11800,2.0,23600.0,PayPay,cancelled
O000589,2023-02-05,C00056,森 結衣,森結衣82@softbank.ne.jp,090-8484-5949,埼玉県,,,P0051,帽子,ファッション,11404,6.0,57020.0,代金引換,配送済
O000590,2023-02-20,C00056,森 結衣,森結衣82@softbank.ne.jp,090-8484-5949,埼玉県,,,P0050,財布,ファッション,12631,4.0,75786.0,PayPay,delivered
O000591,2023-02-19,C00056,森 結衣,森結衣82@softbank.ne.jp,090-8484-5949,埼玉県,,,P0002,シャンプー,日用品,14411,4.0,72055.0,,cancelled
O000592,2023/03/01,C00056,森 結衣,森結衣82@softbank.ne.jp,090-8484-5949,埼玉県,,,P0047,ジ-ンズ,ファッション,12106,2.0,60530.0,クレジットカード,delivered
O000593,2023-03-01,C00056,森 結衣,森結衣82@softbank.ne.jp,090-8484-5949,埼玉県,,,P0048,スニーカー,ファッション,3359,2.0,13436.0,銀行振込,
O000594,11-04-2023,C00056,森 結衣,森結衣82@softbank.ne.jp,090-8484-5949,埼玉県,,,P0037,トースター,家電,14029,3.0,98203.0,代金引換,cancelled
O000595,2023-04-30,C00056,森 結衣,森結衣82@softbank.ne.jp,090-8484-5949,埼玉県,,,P0006,石鹸,日用品,12842,8.0,51368.0,代金引換,delivered
O000596,2023-05-21,C00056,森 結衣,森結衣82@softbank.ne.jp,090-8484-5949,埼玉県,,,P0012,パスタ,食品,11541,3.0,92328.0,銀行振込,delivered
O000597,2023-05-20,C00056,森 結衣,森結衣82@softbank.ne.jp,090-8484-5949,埼玉県,,,P0040,【セール】掃除機,家電,7405,8.0,37025.0,クレジットカード,cancelled
O000598,2023/03/31,C00056,森 結衣,森結衣82@softbank.ne.jp,090-8484-5949,埼玉県,,,P0020,缶詰,食品,8423,8.0,25269.0,credit card,delivered
O000599,2023/05/16,C00056,森 結衣,森結衣82@softbank.ne.jp,090-8484-5949,埼玉県,,,P0046,【セール】ジーンズ,ファッション,12358,8.0,37074.0,コンビニ払い,delivered
O000600,2023-04-01,C00056,森 結衣,森結衣82@softbank.ne.jp,090-8484-5949,埼玉県,,,P0040,【セール】掃除機,家電,7405,7.0,29620.0,クレジットカード,delivered
O000601,04/06/2023,C00056,森 結衣,森結衣82@softbank.ne.jp,090-8484-5949,埼玉県,,,P0022,お菓子詰め合わせ,食品,2371,2.0,16597.0,クレジットカード,配送済
O000602,2023-04-11,C00056,森 結衣,森結衣82@softbank.ne.jp,090-8484-5949,埼玉県,,,P0040,【セール】掃除機,家電,7405,2.0,44430.0,銀行振込,delivered
O000603,2023年04月16日,C00056,森 結衣,森結衣82@softbank.ne.jp,090-8484-5949,埼玉県,,,P0047,ジ-ンズ,ファッション,12106,8.0,48424.0,,delivered
O000604,2023-04-21,C00056,森 結衣,森結衣82@softbank.ne.jp,090-8484-5949,埼玉県,,,P0004,トイレットペーパー,日用品,491,7.0,2455.0,クレジットカード,delivered
O000605,2023-07-31,C00056,森 結衣,森結衣82@softbank.ne.jp,090-8484-5949,埼玉県,,,P0025,お菓子詰め合わせ,食品,2610,5.0,5220.0,コンビニ払い,配送済
O000606,2023-06-21,C00056,森 結衣,森結衣82@softbank.ne.jp,090-8484-5949,埼玉県,,,P0023,お菓子詰め合わせ（お徳用）,食品,2522,2.0,15132.0,PayPay,返品
O000607,2023-09-27,C00056,森 結衣,森結衣82@softbank.ne.jp,090-8484-5949,埼玉県,,,P0051,帽子,ファッション,11404,8.0,34212.0,クレジットカード,delivered
O000608,2023-05-11,C00056,森 結衣,森結衣82@softbank.ne.jp,090-8484-5949,埼玉県,,,P0019,調味料セット,食品,13834,6.0,41502.0,コンビニ払い,pending
O000609,2023-08-04,C00056,森 結衣,森結衣82@softbank.ne.jp,090-8484-5949,埼玉県,,,P0005,歯磨き粉,日用品,3124,3.0,24992.0,クレジットカード,delivered
O000610,2023-08-13,C00056,森 結衣,森結衣82@softbank.ne.jp,090-8484-5949,埼玉県,,,P0036,電子レンジ,家電,11884,6.0,71304.0,クレジットカード,delivered
O000611,2023-10-27,C00056,森 結衣,森結衣82@softbank.ne.jp,090-8484-5949,埼玉県,,,P0040,【セール】掃除機,家電,7405,3.0,44430.0,代金引換,delivered
O000612,2023/07/16,C00056,森 結衣,森結衣82@softbank.ne.jp,090-8484-5949,埼玉県,,,P0047,ジ-ンズ,ファッション,12106,5.0,24212.0,クレジットカード,shipped
O000613,06/29/2023,C00056,森 結衣,森結衣82@softbank.ne.jp,090-8484-5949,埼玉県,,,P0020,缶詰,食品,8423,5.0,42115.0,クレジットカード,delivered
O000614,27-12-2023,C00056,森 結衣,森結衣82@softbank.ne.jp,090-8484-5949,埼玉県,,,P0028,【セール】コーヒー,食品,10527,8.0,63162.0,credit card,配送済
O000615,,C00056,森 結衣,森結衣82@softbank.ne.jp,090-8484-5949,埼玉県,,,P0052,サングラス,ファッション,7645,8.0,38225.0,PayPay,delivered
O000616,2024-01-22,C00056,森 結衣,森結衣82@softbank.ne.jp,090-8484-5949,埼玉県,,,P0007,柔軟剤,日用品,11018,5.0,66108.0,PayPay,cancelled
O000617,2023-08-20,C00056,森 結衣,森結衣82@softbank.ne.jp,090-8484-5949,埼玉県,,,P0017,調味料セット（お徳用）,食品,14229,4.0,28458.0,,delivered
O000618,2024-02-17,C00056,森 結衣,森結衣82@softbank.ne.jp,090-8484-5949,埼玉県,,,P0016,調味料セット,食品,13994,4.0,55976.0,PayPay,cancelled
O000619,07/05/2023,C00056,森 結衣,森結衣82@softbank.ne.jp,090-8484-5949,埼玉県,,,P0039,掃除機（お徳用）,家電,7125,5.0,,銀行振込,
O000620,2024-05-15,C00056,森 結衣,森結衣82@softbank.ne.jp,090-8484-5949,埼玉県,,,P0031,加湿器,家電,11743,4.0,23486.0,代金引換,
O000621,2023-09-17,C00056,森 結衣,森結衣82@softbank.ne.jp,090-8484-5949,埼玉県,,,P0029,コ-ヒ-,食品,10798,3.0,32394.0,クレジットカード,shipped
O000622,2023-10-27,C00056,森 結衣,森結衣82@softbank.ne.jp,090-8484-5949,埼玉県,,,P0004,トイレットペーパー,日用品,491,4.0,2946.0,PayPay,delivered
O000623,,C00056,森 結衣,森結衣82@softbank.ne.jp,090-8484-5949,埼玉県,,,P0046,【セール】ジーンズ,ファッション,12358,6.0,24716.0,クレジットカード,shipped
O000624,2023-02-27,C00057,加藤 太郎,加藤太郎73@gmail.com,070 6772 4588,神奈川県,75.0,M,P0033,電子レンジ,家電,11787,3.0,35361.0,銀行振込,delivered
O000625,2023-03-16,C00057,加藤 太郎,加藤太郎73@gmail.com,070 6772 4588,神奈川県,75.0,M,P0002,シャンプー,日用品,14411,4.0,57644.0,クレジットカード,delivered
O000626,2023-03-15,C00057,加藤 太郎,加藤太郎73@gmail.com,070 6772 4588,神奈川県,75.0,M,P0024,【セール】お菓子詰め合わせ,食品,2387,5.0,11935.0,代金引換,cancelled
O000627,2023-05-13,C00057,加藤 太郎,加藤太郎73@gmail.com,070 6772 4588,神奈川県,75.0,M,P0033,電子レンジ,家電,11787,4.0,47148.0,銀行振込,
O000628,2023-04-04,C00057,加藤 太郎,加藤太郎73@gmail.com,070 6772 4588,神奈川県,75.0,M,P0006,石鹸,日用品,12842,5.0,64210.0,銀行振込,pending
O000629,2023-04-08,C00057,加藤 太郎,加藤太郎73@gmail.com,070 6772 4588,神奈川県,75.0,M,P0034,電子レンジ（お徳用）,家電,11800,5.0,59000.0,クレジットカード,delivered
O000630,2023-06-15,C00057,加藤 太郎,加藤太郎73@gmail.com,070 6772 4588,神奈川県,75.0,M,P0016,調味料セット,食品,13994,1.0,13994.0,銀行振込,delivered
O000631,07-08-2023,C00057,加藤 太郎,加藤太郎73@gmail.com,070 6772 4588,神奈川県,75.0,M,P0036,電子レンジ,家電,11884,5.0,59420.0,PayPay,
O000632,2023-06-19,C00057,加藤 太郎,加藤太郎73@gmail.com,070 6772 4588,神奈川県,75.0,M,P0035,【セール】電子レンジ,家電,11788,5.0,58940.0,クレジットカード,delivered
O000633,2023-08-26,C00057,加藤 太郎,加藤太郎73@gmail.com,070 6772 4588,神奈川県,75.0,M,P0027,コーヒー（お徳用）,食品,10429,4.0,41716.0,クレカ,delivered
O000634,2023-09-15,C00057,加藤 太郎,加藤太郎73@gmail.com,070 6772 4588,神奈川県,75.0,M,P0008,お米,食品,7026,4.0,28104.0,銀行振込,pending
O000635,2023-06-28,C00057,加藤 太郎,加藤太郎73@gmail.com,070 6772 4588,神奈川県,75.0,M,P0005,歯磨き粉,日用品,3124,4.0,12496.0,代金引換,pending
O000636,2023-09-19,C00057,加藤 太郎,加藤太郎73@gmail.com,070 6772 4588,神奈川県,75.0,M,P0008,お米,食品,7026,5.0,35130.0,クレジットカード,配送済
O000637,2023-11-14,C00057,加藤 太郎,加藤太郎73@gmail.com,070 6772 4588,神奈川県,75.0,M,P0029,コ-ヒ-,食品,10798,4.0,43192.0,クレジットカード,cancelled
O000638,2023-07-03,C00057,加藤 太郎,加藤太郎73@gmail.com,070 6772 4588,神奈川県,75.0,M,P0033,電子レンジ,家電,11787,3.0,35361.0,クレジットカード,pending
O000639,2023-07-27,C00057,加藤 太郎,加藤太郎73@gmail.com,070 6772 4588,神奈川県,75.0,M,P0018,【セール】調味料セット,食品,14042,1.0,14042.0,PayPay,delivered
O000640,2023-12-28,C00057,加藤 太郎,加藤太郎73@gmail.com,070 6772 4588,神奈川県,75.0,M,P0021,インスタント麺,食品,13736,2.0,27472.0,PayPay,delivered
O000641,2024-04-27,C00057,加藤 太郎,加藤太郎73@gmail.com,070 6772 4588,神奈川県,75.0,M,P0018,【セール】調味料セット,食品,14042,3.0,42126.0,銀行振込,返品
O000642,2023-11-24,C00057,加藤 太郎,加藤太郎73@gmail.com,070 6772 4588,神奈川県,75.0,M,P0019,調味料セット,食品,13834,2.0,27668.0,PayPay,cancelled
O000643,2024-07-05,C00057,加藤 太郎,加藤太郎73@gmail.com,070 6772 4588,神奈川県,75.0,M,P0002,シャンプー,日用品,14411,5.0,72055.0,PayPay,delivered
O000644,2024-07-11,C00057,加藤 太郎,加藤太郎73@gmail.com,070 6772 4588,神奈川県,75.0,M,P0019,調味料セット,食品,13834,2.0,27668.0,PayPay,cancelled
O000645,2024-04-22,C00057,加藤 太郎,加藤太郎73@gmail.com,070 6772 4588,神奈川県,75.0,M,P0029,コ-ヒ-,食品,10798,2.0,21596.0,銀行振込,delivered
O000646,2024-01-01,C00057,加藤 太郎,加藤太郎73@gmail.com,070 6772 4588,神奈川県,75.0,M,P0051,帽子,ファッション,11404,5.0,57020.0,コンビニ払い,delivered
O000647,2026-01-23,C00058,吉田 悠斗,吉田悠斗5@icloud.com,090-3153-2476,千葉県,35.0,F,P0021,インスタント麺,食品,13736,5.0,68680.0,クレカ,delivered
O000648,2026-01-21,C00059,加藤 葵,加藤葵38@docomo.ne.jp,070 4696 7511,大阪府,61.0,その他,P0041,掃除機,家電,6915,2.0,13830.0,PayPay,pending
O000649,2026-01-10,C00060,森 蓮,森蓮82@docomo.ne.jp,,大阪府,20.0,その他,P0009,お米（お徳用）,食品,6862,11.0,,銀行振込,shipped
O000650,22-01-2026,C00060,森 蓮,森蓮82@docomo.ne.jp,,大阪府,20.0,その他,P0046,【セール】ジーンズ,ファッション,12358,20.0,141410.0,,返品
O000651,2023-04-29,C00061,斎藤 美咲,斎藤美咲13@yahoo.co.jp,０９０−7866−3531,北海道,35.0,M,P0019,調味料セット,食品,13834,4.0,55336.0,クレジットカード,
O000652,2023-05-15,C00061,斎藤 美咲,斎藤美咲13@yahoo.co.jp,０９０−7866−3531,北海道,35.0,M,P0049,バッグ,ファッション,11406,2.0,22812.0,クレジットカード,delivered
O000653,2023-06-06,C00061,斎藤 美咲,斎藤美咲13@yahoo.co.jp,０９０−7866−3531,北海道,35.0,M,P0045,ジーンズ（お徳用）,ファッション,12522,4.0,50088.0,コンビニ払い,delivered
O000654,2023-07-07,C00061,斎藤 美咲,斎藤美咲13@yahoo.co.jp,０９０−7866−3531,北海道,35.0,M,P0018,【セール】調味料セット,食品,14042,4.0,56168.0,クレジットカード,delivered
O000655,2023-07-18,C00061,斎藤 美咲,斎藤美咲13@yahoo.co.jp,０９０−7866−3531,北海道,35.0,M,P0029,コ-ヒ-,食品,10798,3.0,32394.0,クレジットカード,delivered
O000656,2023-09-01,C00061,斎藤 美咲,斎藤美咲13@yahoo.co.jp,０９０−7866−3531,北海道,35.0,M,P0015,パスタ,食品,11600,1.0,11600.0,コンビニ払い,delivered
O000657,2023-06-10,C00061,斎藤 美咲,斎藤美咲13@yahoo.co.jp,０９０−7866−3531,北海道,35.0,M,P0047,ジ-ンズ,ファッション,12106,3.0,36318.0,コンビニ払い,shipped
O000658,2023/10/14,C00061,斎藤 美咲,斎藤美咲13@yahoo.co.jp,０９０−7866−3531,北海道,35.0,M,P0024,【セール】お菓子詰め合わせ,食品,2387,4.0,9548.0,credit card,delivered
O000659,2023-11-07,C00061,斎藤 美咲,斎藤美咲13@yahoo.co.jp,０９０−7866−3531,北海道,35.0,M,P0014,【セール】パスタ,食品,11392,1.0,11392.0,代金引換,cancelled
O000660,2023-01-06,C00062,松本 翔太,松本翔太57@softbank.ne.jp,090-6942-2627,北海道,31.0,M,P0011,お米,食品,7023,2.0,49161.0,銀行振込,delivered
O000661,2023-01-15,C00062,松本 翔太,松本翔太57@softbank.ne.jp,090-6942-2627,北海道,31.0,M,P0048,スニーカー,ファッション,3359,7.0,26872.0,クレジットカード,cancelled
O000662,01/20/2023,C00062,松本 翔太,松本翔太57@softbank.ne.jp,090-6942-2627,北海道,31.0,M,P0039,掃除機（お徳用）,家電,7125,4.0,57000.0,銀行振込,pending
O000663,2023-02-02,C00062,松本 翔太,松本翔太57@softbank.ne.jp,090-6942-2627,北海道,31.0,M,P0020,缶詰,食品,8423,5.0,33692.0,,shipped
O000664,2023-02-11,C00062,松本 翔太,松本翔太57@softbank.ne.jp,090-6942-2627,北海道,31.0,M,P0031,加湿器,家電,11743,7.0,58715.0,銀行振込,shipped
O000665,2023-03-07,C00062,松本 翔太,松本翔太57@softbank.ne.jp,090-6942-2627,北海道,31.0,M,P0007,柔軟剤,日用品,11018,4.0,55090.0,クレジットカード,delivered
O000666,2023-04-06,C00062,松本 翔太,松本翔太57@softbank.ne.jp,090-6942-2627,北海道,31.0,M,P0010,【セール】お米,食品,6809,6.0,34045.0,クレジットカード,shipped
O000667,2023-04-07,C00062,松本 翔太,松本翔太57@softbank.ne.jp,090-6942-2627,北海道,31.0,M,P0031,加湿器,家電,11743,4.0,58715.0,PayPay,cancelled
O000668,2023-03-27,C00062,松本 翔太,松本翔太57@softbank.ne.jp,090-6942-2627,北海道,31.0,M,P0003,ティッシュ,日用品,10858,8.0,32574.0,銀行振込,delivered
O000669,2023-03-19,C00062,松本 翔太,松本翔太57@softbank.ne.jp,090-6942-2627,北海道,31.0,M,P0042,ドライヤー,家電,2245,7.0,15715.0,クレジットカード,pending
O000670,2023-03-17,C00062,松本 翔太,松本翔太57@softbank.ne.jp,090-6942-2627,北海道,31.0,M,P0025,お菓子詰め合わせ,食品,2610,8.0,13050.0,クレジットカード,delivered
O000671,2023-06-20,C00062,松本 翔太,松本翔太57@softbank.ne.jp,090-6942-2627,北海道,31.0,M,P0011,お米,食品,7023,4.0,14046.0,,pending
O000672,2023-04-24,C00062,松本 翔太,松本翔太57@softbank.ne.jp,090-6942-2627,北海道,31.0,M,P0044,ジーンズ,ファッション,12317,3.0,36951.0,コンビニ払い,cancelled
O000673,2023-05-16,C00062,松本 翔太,松本翔太57@softbank.ne.jp,090-6942-2627,北海道,31.0,M,P0046,【セール】ジーンズ,ファッション,12358,7.0,49432.0,クレカ,delivered
O000674,2023年06月23日,C00062,松本 翔太,松本翔太57@softbank.ne.jp,090-6942-2627,北海道,31.0,M,P0034,電子レンジ（お徳用）,家電,11800,4.0,23600.0,クレジットカード,delivered
O000675,06/05/2023,C00062,松本 翔太,松本翔太57@softbank.ne.jp,090-6942-2627,北海道,31.0,M,P0030,電気ケトル,家電,4496,6.0,31472.0,クレジットカード,delivered
O000676,2023-05-30,C00062,松本 翔太,松本翔太57@softbank.ne.jp,090-6942-2627,北海道,31.0,M,P0013,パスタ（お徳用）,食品,11639,4.0,46556.0,銀行振込,delivered
O000677,2023-09-18,C00062,松本 翔太,松本翔太57@softbank.ne.jp,090-6942-2627,北海道,31.0,M,P0035,【セール】電子レンジ,家電,11788,4.0,35364.0,代金引換,delivered
O000678,2023-09-15,C00062,松本 翔太,松本翔太57@softbank.ne.jp,090-6942-2627,北海道,31.0,M,P0034,電子レンジ（お徳用）,家電,11800,6.0,70800.0,PayPay,返品
O000679,,C00062,松本 翔太,松本翔太57@softbank.ne.jp,090-6942-2627,北海道,31.0,M,P0043,Tシャツ,ファッション,3166,8.0,6332.0,クレジットカード,delivered
O000680,2023-07-25,C00062,松本 翔太,松本翔太57@softbank.ne.jp,090-6942-2627,北海道,31.0,M,P0001,洗剤,日用品,7372,4.0,36860.0,PayPay,delivered
O000681,2023-08-25,C00062,松本 翔太,松本翔太57@softbank.ne.jp,090-6942-2627,北海道,31.0,M,P0026,コーヒー,食品,10458,4.0,62748.0,クレカ,cancelled
O000682,2023-12-02,C00062,松本 翔太,松本翔太57@softbank.ne.jp,090-6942-2627,北海道,31.0,M,P0011,お米,食品,7023,7.0,35115.0,コンビニ払い,shipped
O000683,,C00062,松本 翔太,松本翔太57@softbank.ne.jp,090-6942-2627,北海道,31.0,M,P0028,【セール】コーヒー,食品,10527,7.0,84216.0,銀行振込,shipped
O000684,2023-09-27,C00062,松本 翔太,松本翔太57@softbank.ne.jp,090-6942-2627,北海道,31.0,M,P0013,パスタ（お徳用）,食品,11639,6.0,46556.0,代金引換,delivered
O000685,,C00062,松本 翔太,松本翔太57@softbank.ne.jp,090-6942-2627,北海道,31.0,M,P0024,【セール】お菓子詰め合わせ,食品,2387,7.0,9548.0,クレジットカード,pending
O000686,2023-08-28,C00062,松本 翔太,松本翔太57@softbank.ne.jp,090-6942-2627,北海道,31.0,M,P0017,調味料セット（お徳用）,食品,14229,6.0,71145.0,銀行振込,delivered
O000687,2023-12-23,C00062,松本 翔太,松本翔太57@softbank.ne.jp,090-6942-2627,北海道,31.0,M,P0042,ドライヤー,家電,2245,3.0,15715.0,クレジットカード,返品
O000688,2023-11-10,C00062,松本 翔太,松本翔太57@softbank.ne.jp,090-6942-2627,北海道,31.0,M,P0006,石鹸,日用品,12842,4.0,25684.0,代金引換,
O000689,2023-04-10,C00063,鈴木 拓海,鈴木拓海32@yahoo.co.jp,070 4394 4538,,27.0,F,P0042,ドライヤー,家電,2245,3.0,6735.0,PayPay,delivered
O000690,2023-05-08,C00063,鈴木 拓海,鈴木拓海32@yahoo.co.jp,070 4394 4538,,27.0,F,P0001,洗剤,日用品,7372,1.0,7372.0,PayPay,delivered
O000691,2023-04-26,C00063,鈴木 拓海,鈴木拓海32@yahoo.co.jp,070 4394 4538,,27.0,F,P0029,コ-ヒ-,食品,10798,5.0,53990.0,credit card,delivered
O000692,2023年06月03日,C00063,鈴木 拓海,鈴木拓海32@yahoo.co.jp,070 4394 4538,,27.0,F,P0036,電子レンジ,家電,11884,1.0,11884.0,クレジットカード,pending
O000693,,C00064,山崎 大輔,山崎大輔23@gmail.com,090-1422-3159,兵庫県,65.0,M,P0021,インスタント麺,食品,13736,25.0,107023.0,クレジットカード,pending
O000694,2023-02-01,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0020,缶詰,食品,8423,3.0,58961.0,銀行振込,delivered
O000695,2023-02-08,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0018,【セール】調味料セット,食品,14042,3.0,42126.0,クレジットカード,delivered
O000696,2023-02-25,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0006,石鹸,日用品,12842,7.0,89894.0,クレジットカード,cancelled
O000697,2023-02-22,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0025,お菓子詰め合わせ,食品,2610,7.0,20880.0,クレジットカード,pending
O000698,2023-03-25,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0033,電子レンジ,家電,11787,4.0,35361.0,クレジットカード,配送済
O000699,2023-04-17,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0034,電子レンジ（お徳用）,家電,11800,6.0,47200.0,代金引換,delivered
O000700,2023-03-09,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0045,ジーンズ（お徳用）,ファッション,12522,4.0,62610.0,credit card,delivered
O000701,04/05/2023,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0023,お菓子詰め合わせ（お徳用）,食品,2522,5.0,15132.0,コンビニ払い,pending
O000702,2023-04-06,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0031,加湿器,家電,11743,4.0,58715.0,credit card,delivered
O000703,2023-03-27,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0033,電子レンジ,家電,11787,3.0,23574.0,credit card,返品
O000704,06/11/2023,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0045,ジーンズ（お徳用）,ファッション,12522,2.0,100176.0,クレジットカード,cancelled
O000705,2023-05-22,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0052,サングラス,ファッション,7645,3.0,22935.0,クレジットカード,delivered
O000706,2023/06/13,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0014,【セール】パスタ,食品,11392,2.0,45568.0,クレジットカード,delivered
O000707,2023-06-24,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0044,ジーンズ,ファッション,12317,3.0,86219.0,クレジットカード,delivered
O000708,2023-05-10,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0049,バッグ,ファッション,11406,8.0,79842.0,銀行振込,delivered
O000709,2023-09-14,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0032,扇風機,家電,2130,8.0,6390.0,銀行振込,shipped
O000710,2023-09-13,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0001,洗剤,日用品,7372,5.0,22116.0,クレジットカード,delivered
O000711,2023-08-07,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0022,お菓子詰め合わせ,食品,2371,8.0,16597.0,クレジットカード,
O000712,2023-06-07,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0012,パスタ,食品,11541,4.0,23082.0,クレジットカード,返品
O000713,2023/05/07,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0052,サングラス,ファッション,7645,5.0,15290.0,コンビニ払い,delivered
O000714,2023-07-31,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0004,トイレットペーパー,日用品,491,5.0,3928.0,PayPay,pending
O000715,2023/08/30,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0035,【セール】電子レンジ,家電,11788,7.0,94304.0,クレジットカード,配送済
O000716,2023-12-06,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0046,【セール】ジーンズ,ファッション,12358,5.0,61790.0,クレジットカード,delivered
O000717,2023-11-04,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0032,扇風機,家電,2130,7.0,8520.0,PayPay,shipped
O000718,,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0012,パスタ,食品,11541,6.0,23082.0,PayPay,shipped
O000719,08/20/2023,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0026,コーヒー,食品,10458,4.0,52290.0,銀行振込,shipped
O000720,2024-01-05,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0047,ジ-ンズ,ファッション,12106,6.0,36318.0,コンビニ払い,返品
O000721,2024-01-18,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0025,お菓子詰め合わせ,食品,2610,3.0,5220.0,クレジットカード,pending
O000722,2023-12-06,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0006,石鹸,日用品,12842,6.0,51368.0,クレカ,delivered
O000723,2023-06-26,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0052,サングラス,ファッション,7645,8.0,53515.0,代金引換,delivered
O000724,2023-08-30,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0026,コーヒー,食品,10458,5.0,83664.0,クレジットカード,delivered
O000725,2024-05-11,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0051,帽子,ファッション,11404,2.0,34212.0,PayPay,shipped
O000726,2024-04-24,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0030,電気ケトル,家電,4496,2.0,26976.0,クレジットカード,cancelled
O000727,2024-03-03,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0010,【セール】お米,食品,6809,5.0,47663.0,クレジットカード,返品
O000728,2024-06-25,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0006,石鹸,日用品,12842,4.0,77052.0,PayPay,delivered
O000729,07/26/2023,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0030,電気ケトル,家電,4496,8.0,22480.0,,shipped
O000730,2023-11-16,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0032,扇風機,家電,2130,2.0,17040.0,クレジットカード,
O000731,2023/12/31,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0037,トースター,家電,14029,8.0,56116.0,credit card,delivered
O000732,2024-02-16,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0050,財布,ファッション,12631,5.0,75786.0,銀行振込,cancelled
O000733,2024/05/14,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0019,調味料セット,食品,13834,8.0,55336.0,クレジットカード,配送済
O000734,2024-08-14,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0025,お菓子詰め合わせ,食品,2610,6.0,5220.0,コンビニ払い,shipped
O000735,2024-08-28,C00065,斎藤 悠斗,斎藤悠斗47@icloud.com,08039735904,北海道,45.0,M,P0006,石鹸,日用品,12842,3.0,38526.0,銀行振込,delivered
